id,title,subtitle,niveau,description,links,quadrant,keywords
6eaff5375fc41949a2f3114e3a771a74,bitcoin core - vue d'ensemble,"2. la decouverte : satoshi nakamoto, le livre blanc",1,phil champagne (2022). satoshi a change l'histoire,https://www.youtube.com/watch?v=vq4IO6uNjkA, comment bitcoin change societe,"une, pas, bien, le, autre, qui, être, ce, fait, bitcoin, est, des, ouais, dans, inflation, vraiment, peut, pourquoi, avoir, marché, merci, argent, histoire, français, valeur, bêtement, capitalisme, carrément, coup, entre"
3cdfea64130096306979050cae396843,bitcoin core - vue d'ensemble,3. apercu general du fonctionnement de bitcoin,1,david st-onge (2022) inventons ensemble bitcoin ! doodling bitcoin #3,https://www.youtube.com/watch?v=tNS9uwf5Vcg, comment bitcoin change societe,"une, musique, numérique, transaction, transactions, forme, loterie, registre, signature, billet, billets, bitcoin, bitcoins, carrément, examinant, générer, intermédiaire, intermédiaires, intérêt, mécanisme, médias, ordinateur, ordinateurs, pourraient, système, technologie, transférer"
c1ceeed645f205327787466df8251c13,bitcoin core - vue d'ensemble,3. apercu general du fonctionnement de bitcoin,1,david st-onge (2022) qu'est ce qui donne sa valeur a bitcoin ? - doodling #4,https://www.youtube.com/watch?v=67NTtR3ojw4&list=PLBZcInMWLysciaousXNQmSZgLR6O0ROd5&index=5, comment bitcoin change societe,"bitcoin, demande, musique, inflation, investissement, monnaie, une, valeur, bloc, blocs, carrément, est, investissements, investisseurs, monnaies, mètres, nouveaux, numérique, plusieurs, pourtant, proportionnelle, refuge, signature, utilisateurs, être"
0fdf869762d5b5c110b4f1f92c85bf72,bitcoin core - vue d'ensemble,3. apercu general du fonctionnement de bitcoin,1,"david st-onge (2022) cles, portefeuille et transactions - doodling bitcoin #5",https://www.youtube.com/watch?v=y-w4oDIEf2w&list=PLBZcInMWLysciaousXNQmSZgLR6O0ROd5&index=6, comment bitcoin change societe,"portefeuille, une, bitcoin, portefeuilles, votre, liste, légère, mobiles, mots, musique, porte, prendre, privée, publique, publiques, signaler, stockage, sur, sûr, transactions, types, été"
0fb11d5ee0b6736ba27cd3c3c033d74a,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",1,le prix de bitcoin (2022). bitcoin 101 academie decouvre bitcoin,https://www.youtube.com/watch?v=7535MAeHzxM&t=744s, comment bitcoin change societe,"une, pas, bitcoin, le, marché, est, fait, prix, ce, votre, des, monde, monnaie, protocole, criminels, euro, investissement, merci, peut, pourquoi, qui, énormément, être, argent, bientôt, bulle, contre, crash, criminel, dollar"
3ded210e1366e012c1b899cef397344a,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",1,richard (2022). bitcoin pump it up remix,https://www.youtube.com/watch?v=Hxo4S66POH4&list=PLj9lDruPFtBljCFcLcoD3bd5pGUGmHZWV&index=5, comment bitcoin change societe,"currency, dollars, money, totalitarian, zimbabwe"
5526c053a8641d050b480ec710477027,bitcoin core - vue d'ensemble,5. l'etat du systeme,1,analyse de la mempool - ln 202 - adb,https://www.youtube.com/watch?v=0xS859IoMh8, comment bitcoin change societe,"une, transaction, transactions, bloc, pas, le, bitcoin, ce, votre, bien, blocs, euros, peut, vous, difficulté, fait, minutes, être, centimes, dans, des, est, fois, qui, autre, centime, complètement, fameux, interface, justement"
85213deeb388294e4bee4115825f1257,parties prenantes,1. qui gouverne bitcoin ?,1,l'industrie du bitcoin - lv 2.2. adb,https://www.youtube.com/watch?v=fcXvjghA-uM&list=PLinTFKehfR4yOM86i_sWI3EwWaI6CSOPm, comment bitcoin change societe,"une, pas, le, bitcoin, être, bitcoins, qui, fait, portefeuille, votre, avoir, vous, dans, peut, énormément, autoroute, autre, blanc, connaissez, des, décentralisée, développeurs, entre, industrie, les, mettre, transactions, état, argent, beatles"
94df8e971b7ce1c0c32b52cb70dcf7b9,parties prenantes,1. qui gouverne bitcoin ?,1,david st-onge (2022) mais qui dirige bitcoin ! doodling bitcoin #2,https://www.youtube.com/watch?v=Zb1dKNH0amM, comment bitcoin change societe,"une, autre, bitcoin, décentralisation, individu, individus, organe, pas, être"
c3f7ebc8c8a551aa912173445e0c5240,parties prenantes,2. focus sur les  noeuds,1,les noeuds - chap 3.3 - bitcoin 101 . academie decouvre bitcoin,https://www.youtube.com/watch?v=3vQmDJ4_ooM, comment bitcoin change societe,"une, le, pas, fait, noeuds, bitcoin, être, blocs, bien, changement, des, noeud, transactions, bloc, ce, dans, pourquoi, qui, votre, vraiment, accord, bitcoins, blog, demande, entre, fais, formation, intérieur, jamais, limité"
39574cebe1082a1e79e22d0a7af15da3,parties prenantes,2. focus sur les  noeuds,1,cryptojon (2022). je fais tourner un noeud bitcoin (pourquoi / comment) ?,https://www.youtube.com/watch?v=btUHumjEq-4, comment bitcoin change societe,"une, bitcoin, votre, nœud, nœuds, blockchain, noeud, protocole, transactions, contre, ledger, ordinateur, le, noeuds, pas, pourquoi, raspberry, vidéo, vous, autre, blocs, fait, investissement, logiciel, peut, plusieurs, transaction, algorithme, applications, avoir"
a25e5b542ef20c8feefe2d7fccc6685f,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),1,les mineurs - bitcoin 101 . academie decouvre bitcoin,https://www.youtube.com/watch?v=Lr5L3uy244w, comment bitcoin change societe,"une, pas, bloc, fait, contre, le, bien, mathématique, être, dans, pourquoi, votre, argent, autre, bitcoin, ce, généraux, milliards, mineur, équation, coup, information, mathématiques, minutes, pense, qui, vous, bientôt, blocs, blog"
7ea8446ea58f40392d78ce867d258b81,reseau lightning,1.  fonctionnement du lightning network,1,introduction au lightning network - bitcoin 101 . adb,https://www.youtube.com/watch?v=HFv3NN4z450, comment bitcoin change societe,"une, le, pas, bitcoin, fait, entre, transactions, autre, bien, votre, network, technologie, argent, ce, coup, dans, euros, protocole, qui, vous, être, contre, décimales, euro, liquidités, pourquoi, problème, protocoles, supermarché, sur"
a6b7df705504273a716f9326562d143a,reseau lightning,1.  fonctionnement du lightning network,1,yorick de mombynes (2021). lightning network : paiements illimites a bas cout. surfinbitcoin21,https://www.youtube.com/watch?v=8zo-rCBkSPs, comment bitcoin change societe,"une, transaction, transactions, bitcoin, pas, lightning, le, est, protocole, canal, ce, fait, canaux, chaîne, dans, paiement, être, alice, blocs, des, liquidités, network, peut, réseau, satoshi, base, bob, contrôle, côté, décentralisation"
1e2a2905ce35a56a5c61995d22b8af62,reseau lightning,2.  cas d'usage /applications lightning,1,cryptojon (2022). comment le reseau lightning fera exploser bitcoin,https://www.youtube.com/watch?v=3Q2Zj6ixAjY, comment bitcoin change societe,"bitcoin, une, lightning, crypto, le, protocole, infrastructure, lighting, mastercard, pourquoi, technologie, transactions, valeur, contre, directement, fait, financière, plusieurs, pourrait, strike, technologique, vidéo, vidéos, 3700, algorithme, applications, argent, autre, bitc, blocs"
2489cdd7248fcae7e7d653f87256c2e3,reseau lightning,2.  cas d'usage /applications lightning,1,cas d'usage lightning network - bitcoin 101 adb,https://www.youtube.com/watch?v=_UV2jmQ8TQM, comment bitcoin change societe,"une, fait, pas, argent, votre, bien, le, qui, euro, être, bitcoin, dans, euros, paye, peut, des, merci, pourquoi, vous, autre, avoir, commerce, contre, entre, futur, importe, intérêt, les, messagerie, paiement"
cd696c77c6211b35299b18dc6a562f4b,energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,1,le debat ecologique - bitcoin 101. adb,https://www.youtube.com/watch?v=nV2b2xAMfmU, comment bitcoin change societe,"une, pas, bitcoin, le, votre, fait, écologique, être, autre, avoir, bien, pourquoi, transaction, bitcoins, ce, dans, entre, inflation, liberté, machines, écologie, énergétique, argent, merci, milliards, peut, pétrole, transactions, vous, économie"
8d3d39774b8d87700313a8b8f3d79840,energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,1,"g. gouallard (2021). pour en finir definitivement avec le debat ""bitcoin & ecologie"" 1/3. gac",https://www.youtube.com/watch?v=VsBnEzL5voM, comment bitcoin change societe,"bitcoin, une, bien, industrie, technologie, crypto, énergétiques, analyse, broussillou, co2, fait, intéresse, investissement, justement, kazakhstan, monnaies, monétaire, musique, pourquoi, régulièrement, système, transactions, électricité, énergétique, être, 2021, 8000, argent, autre, banque"
59e6b8fc0d84158f2e3590d635ccd00d,agriculture,1. critique d'une agriculture-fiat suicidaire,1,"temps present (2018). suicide des paysans : face a la grande distribution, l'agriculture en danger. radio television suisse",https://www.youtube.com/watch?v=9zy3nXuKH2w, comment bitcoin change societe,"pas, une, le, bien, dans, fait, les, musique, être, avoir, contre, des, fois, papa, agriculteurs, dirais, moi, nouvelle, ouais, peut, pourrait, pourtant, vie, agriculture, argent, autre, colère, côté, demande, deuil"
b14e0bea7e4f94ce886d61e5284fc438,agriculture,3.  miner du bitcoin a la ferme !,1,cointelegraph (2023) how irish farmers are turning cow dung into digital gold,https://www.youtube.com/watch?v=xkVOJAWP688, comment bitcoin change societe,"bitcoin, mining, energy, ireland, electricity, farm, farms, renewable, biogas, cattle, economy, farmer, farmers, anaerobic, digester, emissions, music, circular, consensus, containerized, control, cows, crypto, custody, digesting, digestion, digests, economic, firms, future"
d2ade33c54cae864ab31a9631c36619a,science & recherche,1. problematiques de fond affectant la production de connaissances,1,carl sagan (1996). this combustible mixture of ignorance and power is going to blow up in our faces - charlie rose,https://www.youtube.com/watch?v=C3OCPYqHUGA, comment bitcoin change societe,"science, technology, ambling, beliefs, comes, danger, dangers, democracy, fundamentalist, future, knowledge, political, pseudoscience, religious, superstition, zealotry"
f24998ea29a9ec7cd6af1e63fb8d281d,science & recherche,1. problematiques de fond affectant la production de connaissances,1,jimmy song (2022). fiat knowledge: only bitcoin creates a culture that rewards verification- off chain with jimmy song,https://www.youtube.com/watch?v=30y-HAgO9kg, comment bitcoin change societe,"fiat, trust, knowledge, bitcoin, intellectuals, trusted, monetary, trusting, authorities, banks, believing, buzzwords, coins, experts, truth, verification, answers, arguments, audit, authority, bank, banking, belief, believe, bitcoinerjobs, blockchain, centralization, coin, coiners, community"
66c89581c0ccac27bf55dd048a766908,science & recherche,2.  axes de reflexion pour regenerer la science,1,jimmy song (2022). fiat knowledge: only bitcoin creates a culture that rewards verification,https://www.youtube.com/watch?v=30y-HAgO9kg, comment bitcoin change societe,
d5afb60b020fad0907c8634937843f65,inclusion sociale,1. des services financiers pour tous !,1,max de marco (2023). the silent bitcoin revolution of africa,https://www.youtube.com/watch?v=d5AvBsxRMYk, comment bitcoin change societe,"bitcoin, africa, electricity, internet, money, pay, picknpay, power, students, african, africans, backed, bank, banking, best, bootstrap, bye, cape, carel, change, community, content, currency, donating, economies, education, ely, fiat, financial, funding"
3958161e336191dbbd9b8bb3b241858f,inclusion sociale,1. des services financiers pour tous !,1,responsability investments ag  (2021). inclusion financiere : comment ca marche et pourquoi elle est si importante ?,https://www.youtube.com/watch?v=yg1-FujivDA, comment bitcoin change societe,"financière, une, 200, accès, bureaux, effectivement, financièrement, financières, inclusion, investissement, investissements, le, microfinance, millions, mobile, petit, problématiques, structures"
1abe31f877ebc342d811f44d235c17f8,desintermediation,1. se passer des  intermediaires,1,david st-onge (2022) inventons ensemble bitcoin ! - doodling bitcoin #3,https://www.youtube.com/watch?v=tNS9uwf5Vcg&t=65s, comment bitcoin change societe,
9e7fc69ba4079bd65decf67d41800a50,education,ecroulement du syteme educatif,1,"the bitcoin family didi taihuttu (2023). education vs chatgpt, blockchain & bitcoin",https://www.youtube.com/watch?v=4XUUIqpomH0, comment bitcoin change societe,"bitcoin, future, memorizing, technology, blockchain, cryptocurrencies, intelligence, ai, centralized, children, decentralized, education, gpt, homeschooling, houses, kids, knowledge, memorize, schools, world, advancement, attacking, beaches, bitcoinetown, blog, books, calm, communicating, currency, debit"
32ef598679b8b3550b9c352ad898c564,education,attrait des modeles alternatifs,1,"the bitcoin family (2023). education vs chatgpt, blockchain & bitcoin",https://www.youtube.com/watch?v=4XUUIqpomH0, comment bitcoin change societe,
3043fafd833e16e2d7071f377a837443,nutrition & sante,degradation des habitudes alimentaires,1,obesity epidemic - usa cdc obesity maps (2011-2019 data),https://www.youtube.com/watch?v=aJBC50y_0Hw, comment bitcoin change societe,"obesity, bmi, cdc, data, epidemic, midwest, obese, overweight, percent, population, prevalence, states, weight, 2011, 25, 30, alabama, anthropometric, apnea, arkansas, cancers, cardiovascular, color, colorado, diabetes, diseases, fat, green, health, incomes"
793ed45652441c2ac98d14d9b239c3e1,nutrition & sante,degradation des habitudes alimentaires,1,weston price (2019). l' alimentation humaine naturelle: weston price nutrition et degenerescence physique. the candida slayer,https://www.youtube.com/watch?v=Z5-xuka4e74, comment bitcoin change societe,"dental, foods, teeth, vitamins, diet, islands, tooth, decay, diets, eskimos, food, healthy, nutrition, vitamin, activator, africa, africans, agricultural, al, alaska, ally, ancients, birth, breads, calcium, congo, decayed, deficient, degeneration, dietary"
5bdab1ea835a54e5c8a547dc21422e07,nutrition & sante,retour aux fondamentaux - ne te fie pas : verifie !,1,36.9 (2017). diete cetogene: manger gras pour rester en bonne sante? - rts sante,https://www.youtube.com/watch?v=AO0NDci7yVQ, comment bitcoin change societe,"une, diète, pas, cétogène, le, métabolisme, être, cellules, diabète, fait, musique, protéines, alzheimer, bien, cancer, entre, hydrates, lipides, malades, nutritionnelles, cardiovasculaire, contre, glucose, graisses, je, médecins, médicale, métaboliques, nutrition, parkinson"
4a4cdd4b61ddc54de70b94f48089b64c,nutrition & sante,retour aux fondamentaux - ne te fie pas : verifie !,1,d. rousselet (2021). le regime w. price : le meilleur regime au monde ?,https://www.youtube.com/watch?v=2CGgyirfPm8, comment bitcoin change societe,"pas, une, santé, vitamines, fait, être, animale, dans, graisses, vegan, aliment, alimentaire, alimentaires, animaliers, bien, blanc, fois, fruits, graisse, meilleur, nutriments, pasteurisé, peut, produits, saturées, véganisme, végétariens, végétarisme, alaska, ancestrale"
56bf7c6c8b06f839601933dbe7e0cb57,nutrition & sante,retour aux fondamentaux - ne te fie pas : verifie !,1,"kay (2022). le regime ""weston a. price"" : une revelation",https://www.youtube.com/watch?v=R2wi2rxs61E, comment bitcoin change societe,"une, pas, bien, le, être, carrément, peut, produits, régime, vous, alimentaire, ancestrale, ancestrales, avoir, bouillon, bouillons, dentiste, entre, homme, industrialisation, nutrition, particulièrement, plusieurs, votre, végétalienne, vôtre, 1760, alimentaires, bienveillance, biologie"
0fe21a1aa981d4e3e71eea873a85fd22,droits & libertes,bitcoin : une chance pour les droits de l'homme,1,human rights foundation (2020). why bitcoin matters for human rights,https://www.youtube.com/watch?v=KG0Q05Lnm7s, comment bitcoin change societe,"bitcoin, cash, privacy, accessed, banks, billion, cashless, censorship, corporate, corporations, freedom, governments, matters, merchant, money, rders, rights, social, surveillance, transaction"
89c24ddaa25f4ed80558e908c075537f,droits & libertes,bitcoin : la monnaie liberte !,1,a. stachtchenko (2022). bitcoin comme source de liberte - quel avenir pour bitcoin ? liber-the,https://www.youtube.com/watch?v=qDRqbG-VLDM&t=1147s, comment bitcoin change societe,
267be6405c57501ebbdb4168aa6ab0fd,droits & libertes,bitcoin : la monnaie liberte !,1,yorick de mombynes (2023). bitcoin et la liberte. bitcoin.fr,https://www.youtube.com/watch?v=pICg8T596Xk, comment bitcoin change societe,"une, bitcoin, monnaie, liberté, monétaire, pas, le, crypto, monnaies, ce, totalement, capitalisme, contre, fait, financement, inflationniste, politique, économie, économiques, autre, centrale, changement, demande, gauche, libertés, nouvelle, numérique, politiques, pourquoi, régime"
cbd5b10fa7c06e6ed4797d7a762cf49d,droits & libertes,bitcoin : la monnaie liberte !,1,richard (2022). separate ft. jack mallers,https://www.youtube.com/watch?v=0XSG_m8YQIM&list=PLj9lDruPFtBljCFcLcoD3bd5pGUGmHZWV&index=8, comment bitcoin change societe,"energy, evil, foreign, money, music, noises, prosperity, sacrifice, signal, violent"
b590b82b531a89de63c37869db03c34a,droits & libertes,"droits, libertes, et responsabilites !",1,alexandre stachtchenko (2022). bitcoin comme source de liberte - quel avenir pour bitcoin ? liber-the,https://www.youtube.com/watch?v=qDRqbG-VLDM&t=1147s, comment bitcoin change societe,
2bf5fb6c79685a7fe72a869566c906dd,droits & libertes,vie privee,1,a. stachtchenko (2022). surveillance : quel avenir pour bitcoin ? liber-the,https://www.youtube.com/watch?v=qDRqbG-VLDM&t=1432s, comment bitcoin change societe,
177a517f9d8c4526a517d55b1780a735,politique,"bitcoin : securite  violence, et guerre",1,richard (2022). rise & fall of the petrodollar,https://www.youtube.com/watch?v=_9WndByCoG0&list=PLj9lDruPFtBljCFcLcoD3bd5pGUGmHZWV&index=4, comment bitcoin change societe,"dead, friends, inquiry, lied, music"
d5fc7349cc68a3426a973fcbcaf662a5,politique,"bitcoin : securite  violence, et guerre",1,michael saylor (2021). gold leads to war. bitcoin leads to peaceful resolution. colin talks crypto,https://www.youtube.com/watch?v=tOpuHInq_8k, comment bitcoin change societe,"gold, bitcoin, cryptocurrency, audit, scale, 1940, aid, alexander, billionaires, caesar, cal, china, colin, confiscated, corruption, cost, costs, crypto, cryptocurrencies, debate, decentralized, greed, integrity, metals, monetary, nati, nixon, passive, peaceful, poet"
92e30ec723fa298a6a0cec2efd31d414,racines cypherpunk,1. la culture de bitcoin est d'essence cypherpunk,1,la prehistoire de bitcoin - bitcoin 101 - adb,https://www.youtube.com/watch?v=ljHLhTzrLsw, comment bitcoin influ culture,
beedecd7c34ffc3898026d6e24f4d5db,racines cypherpunk,1. la culture de bitcoin est d'essence cypherpunk,1,remi forte et julien goetz (2021). le mystere satoshi : enquete sur l'inventeur du bitcoin. arte,https://www.youtube.com/watch?v=0ETcLj5jBy4, comment bitcoin influ culture,
5f26dacf1fa699b8711a31115d35d90b,racines cypherpunk,1. la culture de bitcoin est d'essence cypherpunk,1,reason tv (2022). cypherpunks write code,https://www.youtube.com/watch?v=9vM0oIEhMag&t=2s, comment bitcoin influ culture,
dac38363072fee8cd914b4ecc0e5900a,contre-culture,1. contre-culture,1,carla (2022). bitcoin is defiance,https://www.youtube.com/watch?v=9tuBn_FEFdg, comment bitcoin influ culture,
4243acafbeb36d51276f93402ff19cc5,contre-culture,2. bitcoin maximalisme,1,cryptojon (2022). la theorie maximaliste de bitcoin,https://www.youtube.com/watch?v=IrL_4bsU1I4, comment bitcoin influ culture,
ff0f6fa2e10ae3a8a22ead9e4a1e7930,contre-culture,2. bitcoin maximalisme,1,"decouvre bitcoin (2022). explorons bitcoin ndeg2: les bitcoiners ""maximalistes""",https://www.youtube.com/watch?v=y4ysUro7WtI&t=12s, comment bitcoin influ culture,"une, bitcoin, pas, le, être, fait, pourquoi, contre, bien, monnaie, bitcoins, votre, des, argent, qui, logique, maximaliste, ce, entre, sur, valeur, énormément, autre, défendre, est, français, importe, investissement, pense, protocole"
8528c34ffb8fc3daa6fe076c4970b189,liberte,liberte  et souverainete individuelle,1,a. stachtchenko (2022). bitcoin comme source de liberte - quel avenir pour bitcoin ? liber-the,https://www.youtube.com/watch?v=qDRqbG-VLDM&t=1147s, comment bitcoin influ culture,
f0e4837d9d4908b7267caf2f983431e9,liberte,liberte  et souverainete individuelle,1,reason tv (2021). cypherpunks write code,https://www.youtube.com/watch?v=9vM0oIEhMag&t=2s, comment bitcoin influ culture,
e6f3da5ef1f423533ae5f665e718494f,culture financiere pour tous,soucieux de combler le deficit critique  d'education financiere,1,ibex (2023). a sly roundabout way. swan bitcoin,https://www.youtube.com/watch?v=8-tZGwmOOGI, comment bitcoin influ culture,
2d71ec92104d8b97b3014aeff5b5fba8,preference temporelle,rabaisser notre preference temporelle,1,floodsandiego (2010). the marshmallow experiment - instant gratification,https://www.youtube.com/watch?v=Yo4WF3cSd9Q, comment bitcoin me change,
11eaafe82e723d7d3d8f12475ed6ba97,preference temporelle,rabaisser notre preference temporelle,1,w. mischel (2015). the marshmallow test. the brainwaves video anthology,https://www.youtube.com/watch?v=XcmrCLL7Rtw, comment bitcoin me change,"children, control, schools, skills, adolescents, book, cognitive, cookies, ctations, develop, education, elf, emotions, future, kids, lessons, long, marshmallow, marshmallows, memories, minutes, poverty, ratification, self, strategies, teachable, teachers, time, willpower"
1d84e11831ab183d04c131cfecec2efe,recablage / mise-a-jour,reconfigurer notre representation du monde,1,t. cross (2022). bitcoin is transforming the human experience - swan bitcoin,https://www.youtube.com/shorts/T80q6Rq00E4, comment bitcoin me change,
0feda4af91c477d87d2a0432b7c015eb,recablage / mise-a-jour,reconfigurer notre representation du monde,1,"guy swann (2022). exit fiat, enter bitcoin - a matrix meme",https://www.youtube.com/watch?v=nOh-7SzI6gM, comment bitcoin me change,"neo, bitcoin, fiat, money, businessmen, cash, day, dystopia, enemy, free, market, millions, ready, sovereign, wealth"
7c86e8556cb109480d9ae86382a0378d,recablage / mise-a-jour,reconfigurer notre representation du monde,1,richard (2022). where is my mind ft. j vallis & american hodl,https://www.youtube.com/watch?v=Q3aLqqWQhxY, comment bitcoin me change,"music, property, billionaire, bitcoin, civilization, faith, homelessness, orange, reputation, satoshi, seen, visionary"
b0804b7760755a06000705a13d63224c,couverture contre l'inflation,1. les monnaies fiat sont fondantes,1,decouvre bitcoin (2022). l'hyperinflation,https://www.youtube.com/watch?v=cYKmgflsy_8, comment j'utilise bitcoin,
b8a4171d691fc7cade37983ef15cba73,couverture contre l'inflation,3. bitcoin pour conserver la valeur,1,"creation plan d'epargne btc - 50eur/mois, tuto avec une debutante adb",https://www.youtube.com/watch?v=mpT3kJDfRVw&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=21, comment j'utilise bitcoin,"une, pas, fais, qui, votre, argent, ce, coup, mettre, être, demande, le, portefeuille, autre, bien, bitcoin, code, dans, euros, fait, jamais, ouais, privée, automatique, avoir, bic, bitcoins, bonne, caméras, celle"
d1653a19c98855f816e5d636734424a3,transferts de fonds et echange de devises,rails de paiement,1,60 minutes (2021). how the strike app helped salvadorans send bitcoin,https://www.youtube.com/watch?v=Hlj-QQgbW90, comment j'utilise bitcoin,"salvador, bitcoin, strike, app, buchelli, businesses, currency, dictator, dollar, populist, rails, remittances, salvadorans, scary, twitter, world"
