id,title,subtitle,description,links,quadrant,keywords
55de831d0ab594ee22ba986aceb60104,systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,"ferghane azihari (2021). bitcoin, la monnaie de reference de demain ? bitcoin vs. or",https://www.youtube.com/watch?v=DouDH1wo9Tw, comment bitcoin change societe,"monnaie, une, bitcoin, histoire, monétaire, monnaies, bien, commerce, étalon, autre, billets, catastrophes, contre, euro, marchandise, merci, monette, monnayage, monnayeurs, monopole, monétaires, pas, rareté, révolution, révolutionnaire, système, économiste, était, étatique, être"
6d9ef6498a8bcc68da1f44e78b592203,systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,michael saylor (2021). the failure of fiat money -wim breedlove bitcoin vs. or,https://www.youtube.com/watch?v=3S86lGIeWc4, comment bitcoin change societe,"fiat, bitcoin, currency, bank, money, economic, inflation, gold, property, settlement, credit, dollars, banks, debt, risk, trust, applications, cash, fraud, government, gravity, protocol, application, asset, banking, checks, collapse, counterparty, dollar, express"
99b442c22bc829cfa114b02d90662350,systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,cyril grunspan (2023). bitcoin : le tour de force. bitcoin blvd,https://www.youtube.com/watch?v=HLKWTwu_ETI, comment bitcoin change societe,"une, musique, crypto, algorithme, contre, pas, apprennent, bien, bitcoin, cryptographie, mathématiquement, monnaie, validateurs, votre, vulgarisation, algorithmes, argent, autre, avoir, boucle, ce, chute, conjecture, connais, connaissait, consensus, dans, des, décentralisation, département"
fe41998133e8a2211d159177628007fa,systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,alexandre stachtchenko (2022). fiat vs. bitcoin vs. crypto - gac,https://www.youtube.com/watch?v=bc43oat1PHk&t=2s, comment bitcoin change societe,"une, pas, le, fait, être, bien, qui, ce, monnaie, bitcoin, inflation, justement, globalement, pourquoi, contre, dans, effectivement, guerre, des, est, autre, coup, entre, historique, les, numérique, ouais, plusieurs, votre, écologique"
885ca7b8a31f1a579ce9e168ae6d3acd,systemes monetaires,"3. monnaie, preference temporelle, et investissements",yves choueifaty (2022). bitcoin: une these d'investissement - surfin22,https://www.youtube.com/watch?v=j6S68my_4rk, comment bitcoin change societe,"une, bitcoin, investissement, pas, le, valeur, contre, dollar, inflation, pourquoi, votre, vous, énormément, 25000, argent, bien, ce, critique, crypto, des, dollars, est, exactement, fait, histoire, inflationniste, initialement, innovation, investir, million"
8df40b876fb859524f02a9eb2f21fbf2,systemes monetaires,"3. monnaie, preference temporelle, et investissements",yves choueifaty (2022). une masterclass magistrale - gac,https://www.youtube.com/watch?v=ZCDtQhop660, comment bitcoin change societe,"une, pas, le, bien, bitcoin, dans, ce, effectivement, portefeuille, contre, fait, marché, pourquoi, autre, des, diversification, français, investissement, les, monnaie, problème, être, bulle, entre, mettre, ouais, qui, banques, bitume, bonne"
fb9fabc4feef435eaf7dd5f66c76b4e7,systemes monetaires,"3. monnaie, preference temporelle, et investissements",jimmy song (2022). the fiat reality of real estate - bitcoin songsheet #16.,https://www.youtube.com/watch?v=0PQMchDRLW4, comment bitcoin change societe,"estate, land, property, homes, mortgages, fiat, mortgage, bank, economy, housing, savings, bitcoin, buildings, eminent, investment, ownership, possession, residential, risk, tax, zoning, away, banks, cantelon, capital, condo, consumers, cpi, demand, emissions"
5b6d6eebd8a36b0b099c7fe3e5cc2216,systemes monetaires,4. bitcoin revolutionne la comptabilite,"darin feinstein (2022). bitcoin, the greatest money system. what bitcoin did evolution des techniques de comptabilite et compta. en partie triple",https://www.youtube.com/watch?v=MuysA_WzskM, comment bitcoin change societe,"bitcoin, energy, accounting, technology, mining, network, ledger, infrastructure, industry, banking, chips, transaction, bank, blockchain, asics, innovation, power, renewable, servers, companies, internet, ledgers, miners, audit, ban, chip, crime, email, fraud, manufacturing"
49d0d976379ac0cd0b2db35dbf9acc21,cycles historiques,1. la fin de la fin de l'histoire,nathalie smolenski (2023). america's role in the new world order. wbd,https://www.youtube.com/watch?v=7lXu7DNr3bs, comment bitcoin change societe,"economic, america, political, economy, war, american, china, politics, authoritarian, bitcoin, constitution, elites, generation, revolution, soviet, states, americans, audience, capitalism, communist, debt, eu, government, immigrants, incentives, liberty, polarization, police, reform, republican"
fef764153c3610842913b1790ca14ac8,cycles historiques,2. cycles d'endettement et business cycles,parker lewis (2023). dissecting the banking crisis. tftc,https://www.youtube.com/watch?v=t_T6GUV4bNE, comment bitcoin change societe,"bitcoin, bank, banking, fed, deposits, banks, crisis, dollar, cash, reserves, treasuries, credit, silvergate, trillion, bonds, fdic, financial, liquidity, loans, market, money, treasury, currency, depositors, happening, trust, billion, crypto, debt, risk"
645da714426a623ec5ea6aeff1035623,cycles historiques,"3. cycles politiques, institutionnels et culturels",neil howe (2023). 1-on-1 w/d. dimartino booth,https://www.youtube.com/watch?v=SeBgUVM0yBQ, comment bitcoin change societe,"trump, crisis, debt, war, election, republicans, china, currency, inflation, crypto, recession, republican, candidate, candidates, parents, percent, america, banks, biden, chinese, democratic, democrats, digital, economy, fed, florida, germany, history, investors, markets"
1184d237cb493d3075c391b3ef37dd7c,changement de paradigme,1. percees scientifique et technologique,la prehistoire de bitcoin - bitcoin 101 - academie decouvre bitcoin,https://www.youtube.com/watch?v=ljHLhTzrLsw, comment bitcoin change societe,"une, bitcoin, euro, fait, inflation, le, merci, monnaie, technologies, avoir, bitcoins, bonne, cartel, chamboulement, chapitre, communication, comprendre, cryptographie, créée, digitales, dollar, est, financière, monétaires, musique, nulle, ouvement, pourquoi, protocole, quand"
23833b6cb3d9a21071a5a9602031de5a,changement de paradigme,2. changement de paradigme,michael saylor (2022). keynote speech at the 2022 atlas society gala,https://www.youtube.com/watch?v=ZcjFrIMw2sI, comment bitcoin change societe,
757dd7458760c1d9fbb8a313fd4e466b,changement de paradigme,2. changement de paradigme,matt hornick and tomer strolight (2022). bitcoin is generational wealth,https://www.youtube.com/watch?v=3Rnqst5qCgA, comment bitcoin change societe,"bitcoin, wealth, tyranny, education, flourishing, generations, governments, housing, livestock, monetary, revolutionized, turmoil, 1948, 2021, 2109, agriculture, art, banks, bitcoins, businesses, charities, civilizations, commodity, conflict, creativity, cryptographic, cultural, culture, currencies, currency"
793b7deb535c10e4755909b30026eb42,changement de paradigme,3. resistance au changement,croesus (2021) the bitcoin adoption curve w/ croesus. preston pysh podcast,https://www.youtube.com/watch?v=7_sr2hS5KlQ, comment bitcoin change societe,"bitcoin, croesus, scarcity, internet, digital, finance, pysh, value, ethereum, savings, asset, assets, currency, halving, market, protocol, invest, million, preston, tech, article, businesses, companies, demand, dollars, fiat, flow, innovation, investing, mba"
533cbb9fdeedae1067587e2a063f6bb5,changement de paradigme,4. bitcoin est la nouvelle frontiere,"michael saylor (2022). bitcoin, inflation, the future of money. lex fridman",https://www.youtube.com/watch?v=mC43pZkpTec, comment bitcoin change societe,"bitcoin, inflation, energy, crypto, digital, currency, civilization, ethical, property, money, security, economy, government, economic, market, dollars, assets, cyberspace, dollar, engineering, securities, technology, twitter, billion, coin, trillion, asset, economics, monetary, percent"
dd0c6bbcdf607b1275566d7e293e82a9,changement de paradigme,4. bitcoin est la nouvelle frontiere,michael saylor (2022). saylor explains bitcoin. tucker carlson today,https://www.youtube.com/watch?v=wdJFeSY8UVk, comment bitcoin change societe,"bitcoin, currency, inflation, money, dollar, monetary, economy, economic, tax, bank, crypto, property, dollars, gold, billion, coin, coins, energy, currencies, assets, cash, cpi, digital, ledger, satoshi, stock, stocks, trillion, collapse, investment"
a57cd874d2e0eb301495aea580d868d5,bitcoin core - vue d'ensemble,1. origines - la prehistoire de bitcoin,reason tv (2021). cypherpunks write code,https://www.youtube.com/watch?v=9vM0oIEhMag&t=2s, comment bitcoin change societe,"cryptography, cypherpunk, encryption, crypto, government, technology, freedom, cryptographic, cypherpunks, internet, democracy, privacy, amex, computers, decentralized, information, mathematicians, commerce, cryptoanarchy, enforcement, mathematical, nsa, security, surveillance, technologies, world, activists, amendment, bank, bitcoin"
1c476c2af0a8f029ca2f41f837250745,bitcoin core - vue d'ensemble,"2. la decouverte : satoshi nakamoto, le livre blanc",cryptojon (2022). je vous explique le whitepaper de bitcoin -  simplement,https://www.youtube.com/watch?v=kM0NWtylWfA&t=367s, comment bitcoin change societe,"une, bitcoin, transaction, transactions, bloc, blocs, pas, satoshi, vidéo, blockchain, plusieurs, signatures, avoir, bien, confiance, contre, cryptographiquement, euro, fais, financée, justement, mathématique, mathématiques, paper, problème, vidéos, électronique, électroniques, adresse, algorithme"
194ec5b8318473e3fc9306609a567b14,bitcoin core - vue d'ensemble,"2. la decouverte : satoshi nakamoto, le livre blanc","r. forte, c. balva, et y. de mombynes (2022). table ronde autour documentaire le mystere satoshi - surfin'22",https://www.youtube.com/watch?v=yhZ9IPDd0iA&t=95s, comment bitcoin change societe,"une, bitcoin, le, pas, peut, satoshi, fait, être, ce, protocoles, qui, autre, bien, décentralisation, est, jamais, mais, merci, monnaie, nakamoto, blockchain, dans, des, libertariens, monnaies, pense, plusieurs, pourquoi, protocole, sur"
d2efbac3ad45c77c171e4e8cc35f6576,bitcoin core - vue d'ensemble,3. apercu general du fonctionnement de bitcoin,21 millions de bitcoins - bitcoin 101 - academie decouvre bitcoin,https://www.youtube.com/watch?v=Y92R4EWk5uo, comment bitcoin change societe,"une, bitcoin, pas, pourquoi, qui, le, exactement, protocole, minutes, autre, bloc, ce, fait, monnaie, votre, vous, être, bien, fois, 2022, 2025, coup, divisé, est, merci, peut, volontairement, 12, 2023, 21"
1d630278f5cf44828050f3d68e9ad890,bitcoin core - vue d'ensemble,3. apercu general du fonctionnement de bitcoin,explication d'une transaction - bitcoin 101 - academie decouvre bitcoin,https://www.youtube.com/watch?v=GJlUqtGzxLk&t=2s, comment bitcoin change societe,"une, transaction, transactions, bloc, le, blocs, pas, bitcoin, pourquoi, fois, alice, fait, mathématique, milliards, qui, argent, avoir, blog, chapitre, coup, des, jamais, mathématiques, merci, noeuds, stade, validé, accrochez, adresse, alement"
ac0d308fc6457a58953c94cc4014dbef,bitcoin core - vue d'ensemble,3. apercu general du fonctionnement de bitcoin,comment fonctionne bitcoin techniquement lvl 2.1 decouvre bitcoin,https://www.youtube.com/watch?v=29mGnu_9IkI&list=PLinTFKehfR4yOM86i_sWI3EwWaI6CSOPm, comment bitcoin change societe,"une, le, bitcoin, fait, transactions, pas, transaction, coup, bloc, ce, autre, bien, confiance, décentralisée, intéresse, jamais, nouvelle, registre, votre, avoir, blocs, bêtement, dans, entre, est, exactement, justement, monde, portefeuille, pourquoi"
e1677f2d396502e0cd8a0042aa13fc93,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",le futur de bitcoin - hyperbitcoinisation (2020). bitcoin 101 - adb le prix de bitcoin,https://www.youtube.com/watch?v=qMKrMKfmqC4, comment bitcoin change societe,"une, pas, bitcoin, argent, le, pourquoi, fois, technologique, votre, fait, monétaire, peut, protocole, technologie, vous, être, après, astronomiques, autre, banques, bien, bonne, combattre, contre, dans, est, existe, fassent, financière, français"
d09f1b98575427d1e12dd9d1225b33df,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",g. goualard (2021). el salvador preambule d'une rev. monetaire globale?gac le prix de bitcoin,https://www.youtube.com/watch?v=QfCODQ6WNrk, comment bitcoin change societe,"une, bitcoin, bien, le, pas, est, musique, peut, salvador, contre, dollars, financière, investisseurs, monnaie, sanctions, smartphone, technologie, énormément, aire, assemblée, atypique, audacieux, ban, bientôt, bretons, capitale, communiste, connaître, correctement, crypto"
26a1df15ce653621969d771554ac4dd1,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",richard detente (2022). des bitcoiners partent en rca! gac. le prix de bitcoin,https://www.youtube.com/watch?v=JOyq-CvkV2I, comment bitcoin change societe,"une, bitcoin, le, bien, pas, dans, entre, gouvernement, autre, centrafrique, contre, inflation, infrastructures, légale, mining, monnaie, musique, mégawatts, pastèques, permettre, roussel, vous, économique, être, 00, 500, accumulation, asymétrique, banque, bitcoins"
c5559fbd8634083ba228daefc6b18bd8,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization","ioni appelberg (2020). bitcoin to 100,000,000 dollars? adoption de bitcoin",https://www.youtube.com/watch?v=csGEhR7JNVU, comment bitcoin change societe,"bitcoin, bitcoins, bitcoinization, currency, hostage, money, venezuela, blockchain, borders, bubbles, changing, coins, confiscated, currencies, debt, dollars, economics, economy, exponentially, fiat, funds, history, increases, monetary, moving, opportunity, percentage, permission, prisoners, quadrillion"
58109f653fff56e5dcc4a2f921da7399,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",michel khazzaka (2023). un nouveau papier sur la valeur de bitcoin. gac adoption de bitcoin,https://www.youtube.com/watch?v=WvTsda-Cb08, comment bitcoin change societe,"une, pas, le, monnaie, fait, bien, bitcoin, ce, valeur, être, des, dans, est, autre, crypto, pourquoi, qui, justement, vraiment, banques, bronze, contre, histoire, inflation, énergie, 2030, banque, centrales, civilisation, civilisations"
0a9a0e41ebe384a56bc39e09d9cfde1a,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",croesus (2021) the bitcoin adoption curve w/ croesus. preston pysh podcast,https://www.youtube.com/watch?v=7_sr2hS5KlQ, comment bitcoin change societe,
8e4523ca9ac1f3777b747fe7126d5cca,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",hornick and strolight (2021). bitcoin is generational wealth,https://www.youtube.com/watch?v=3Rnqst5qCgA, comment bitcoin change societe,
879fdfb86238e145c4270e6a919c30ed,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",andreas antonopoulos (2018). hyperbitcoinization,https://www.youtube.com/watch?v=AB5MU5fXKfo, comment bitcoin change societe,"bitcoin, currency, global, hyperbitcoinization, cryptocurrency, currencies, economy, fiat, ally, apocalyptic, believe, countries, dollars, freedom, hope, inflation, orderly, pluralistic, printing, sustainability, transition, truth, world"
8772b93882c8001e5a94987bace0388d,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",t. mogenet (2022). hyperbitcoinisation : tourner sur un standard btc? db,https://www.youtube.com/watch?v=nkN2twZ-lJY, comment bitcoin change societe,"une, pas, état, contre, bien, effectivement, le, capitaliste, fait, avoir, capitalisme, ce, fois, société, taxation, votre, autre, capital, dans, des, français, liberté, marché, merci, pourrait, réserves, économiques, consentement, droit, est"
d85e7c3fc919ed289e682cff02f61947,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization","gilles cadignan (2021). hyperbitcoinisation, toxicite maxis, mnbc. gac",https://www.youtube.com/watch?v=me20cGLXHu0&t=1545s, comment bitcoin change societe,"une, pas, fait, le, bitcoin, exactement, ouais, dans, ce, est, sur, bien, blocs, des, merci, argent, les, qui, rentré, signature, technologie, être, autre, bloc, boîte, chaîne, chine, connaissent, contre, coup"
cb3a600b0ab126eb4afe7d5867bf5111,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",jeff booth (2022). the distribution of bitcoin after hyperbitcoinization,https://www.youtube.com/watch?v=OcOuTfcJbmI, comment bitcoin change societe,
4dbbb7229c5adfb5bf4c75e33c6fe09f,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",cory klippsten (2023). the race to avoid the war. stephan livera podcast,https://www.youtube.com/watch?v=JoqVbeMqE9E, comment bitcoin change societe,"bitcoin, crypto, inflation, bitcoiners, market, war, conference, coin, kyc, race, companies, currency, government, hyperinflation, altcoin, bitcoinization, blockchain, coins, dollar, fiat, meet, money, privacy, public, rent, security, venture, adoption, apartment, attack"
2957cd3ecb38b32ab6f17e2ebdcd4ad4,parties prenantes,1. qui gouverne bitcoin ?,blockchain revolution (2018). la gouvernance bitcoin (n. dorier ) qui controle bitcoin. bitcoin.fr,https://www.youtube.com/watch?v=d17A3Izolz4&t=109s, comment bitcoin change societe,"une, bitcoin, pas, protocole, le, musique, votre, bip, transactions, peut, valide, bien, bips, bloc, consensus, contrôle, des, développeurs, fait, implémentation, normalement, rentre, régulation, technologie, utilisateurs, être, bipe, chaîne, demande, décentralisation"
a21248038c6f8231d3ae88509bcde0fc,parties prenantes,1. qui gouverne bitcoin ?,faune radio (2022). les gouvernances de bitcoin. bitcoin politiquement.,https://www.youtube.com/watch?v=D4ObwhTsAko&t=524s, comment bitcoin change societe,
6a3128bcf49d59a6a29db7686d6b96a4,parties prenantes,1. qui gouverne bitcoin ?,"francis pouliot (2021). bitcoin trinite, la gouvernance du reseau, complexe, emergente. parlons bitcoin",https://www.youtube.com/watch?v=YqMybsi3ZXs, comment bitcoin change societe,"une, pas, bitcoin, changement, le, règles, être, qui, protocole, réseau, autre, dans, entre, langage, bitcoins, des, pourquoi, technologie, bien, ce, contre, fait, historique, langue, logiciel, technologique, accepte, avoir, changements, espéranto"
6fe7f4bd401020f95a73b7540ced13d7,parties prenantes,1. qui gouverne bitcoin ?,mael rolland (2019). la gouvernance socio-politique de bitcoin (1ere partie). bitcoin.fr,https://www.youtube.com/watch?v=iH8TCS6ZKM4, comment bitcoin change societe,"une, pas, fait, protocole, bien, ce, le, monnaie, transactions, avoir, des, valeur, être, bloc, logiquement, votre, vous, autre, confiance, historique, qui, consensus, exactement, logique, transaction, veux, vraiment, blog, code, contre"
a209e76a721a7f00cfe1f4c8fdad021e,parties prenantes,1. qui gouverne bitcoin ?,mael rolland (2019). la gouvernance socio-politique de bitcoin (2eme partie). bitcoin.fr,https://www.youtube.com/watch?v=LJmj8jcXoxU, comment bitcoin change societe,"une, pas, bien, le, votre, protocole, bitcoin, transactions, ce, être, fait, code, des, transaction, blocs, développeurs, vous, qui, autre, bloc, changement, contre, effectivement, problème, dans, groupe, limite, logiciel, avoir, directement"
86092bfb23711761d8b83743441cb4a3,parties prenantes,2. focus sur les  noeuds,andreas antonopoulos (2017). bitcoin q&a: what is the role of nodes? level 2,https://www.youtube.com/watch?v=fNk7nYxTOyQ, comment bitcoin change societe,"nodes, protocol, bgp, bitcoin, transaction, trust, authoritative, authority, internet, ledger, node, ports, validating, advertise, autonomy, binding, blockchain, blocks, chain, consensus, disconnect, dsl, funds, mining, packets, peer, pico, propagate, protocols, reconciles"
7a5818144607b12019b8195faa47b23e,parties prenantes,2. focus sur les  noeuds,a. antonopoulos (2021). do you run a bitcoin full node? level 2,https://www.youtube.com/watch?v=lK-OMq43nxA, comment bitcoin change societe,"nodes, node, archival, authentication, authoritative, bandwidth, blockchain, cloud, costs, database, defaults, ip, network, pruned, rpc, run, running, secure, subscribing, tor, transactions"
b570364d39b582e021c0c35868e04b74,parties prenantes,2. focus sur les  noeuds,a. antonopoulos (2021). why running a node is important level 2,https://www.youtube.com/watch?v=oX0Yrv-6jVs, comment bitcoin change societe,"decentralization, mining, node, lightning, nodes, payment, wallets, channels, cheat, miners, secure, transaction, transactions, wallet, bitcoin, blockchain, centralization, channel, cheating, china, confirmed, decentralized, infrastructure, network, revocation, venezuela, address, amazon, anonymous, bootstrap"
a9fea47c218c19838a27bb749032cdac,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),"qu'est-ce que le minage de bitcoin ? minage 201, part 1. adb",https://www.youtube.com/watch?v=neEQzEQzmPQ, comment bitcoin change societe,"une, pas, des, hash, minage, le, hashes, miner, bien, bitcoin, bloc, ce, chine, exactement, mineurs, minutes, peut, qui, être, autre, composée, dans, dés, efficience, entre, fois, fpga, graphiques, industrie, mathématique"
a95e71fcfe2a5e97bc5d5a321f7a31cb,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),charles gave (2022). recoit seb. gouspillou specialiste du mining - gac,https://www.youtube.com/watch?v=MtpYX6oREbY, comment bitcoin change societe,"une, pas, le, bien, être, bitcoin, dans, fait, qui, ce, pourquoi, mining, est, numérique, argent, banques, contre, des, français, monnaie, musique, journaliste, peut, écosystème, électricité, chine, chinois, état, autre, avoir"
96ad95c01bd028aa14163a7340130c5e,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),"s. gouspillou (2022). le bitcoin, c'est l'avenir, et il se joue maintenant - gac",https://www.youtube.com/watch?v=HUmAQiLgf4E, comment bitcoin change societe,"une, pas, le, dans, bien, fait, pourquoi, qui, être, ce, numérique, ouais, bitcoin, chine, mining, des, euros, chinois, les, peut, électricité, charbon, contre, entre, est, français, surplus, argent, banques, demande"
cf100d59b2fc9d12a70f70ade2ba206c,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),cryptojon (2022). pourquoi le pow est + solide que le pos ?,https://www.youtube.com/watch?v=AxjUF77pUoc, comment bitcoin change societe,"une, décentralisation, le, contrôle, pas, bitcoin, centralisation, crypto, décentralisée, fait, spam, système, blocs, capital, cloud, concessions, continents, digital, frauduleuses, informatique, mails, mineurs, monnaie, pourquoi, protocole, réseau, token, tokens, transactions, vidéo"
9ad9b6cb616c5ca8b8ea6100f8a2871c,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),michael saylor (2021). bitcoin's 7 layers of security #1 - wim,https://www.youtube.com/watch?v=RbkLz9C39y0&list=PL2jAZ0x9H0bQFY6wIbQfnrnIlqMcSHd6X&index=14, comment bitcoin change societe,"bitcoin, energy, mining, miners, technology, security, market, companies, economy, monetary, network, semiconductors, aluminum, banks, efficiency, electricity, hardware, hash, industry, marketplace, megawatts, political, protocol, bank, business, commodity, efficient, geothermal, incentives, jurisdictions"
93be3986564f5692e8e59493254bd2e7,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),michael saylor (2021). bitcoin's 7 layers of security #2 - wim,https://www.youtube.com/watch?v=WvUE_Yvktwk, comment bitcoin change societe,"bitcoin, mining, stake, miners, security, network, energy, crypto, gravity, investors, speed, incentives, layers, universe, build, building, capital, decentralized, frequency, hash, investor, market, attack, bank, banking, capitalism, centralization, digital, ethereum, fiat"
d274f4ebfdf77a28c4b49a051ece67b0,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),jacques favier (2022). une plongee dans l'histoire de la preuve de travail ?,https://www.youtube.com/watch?v=HqNGd_LclCQ, comment bitcoin change societe,"une, pas, fait, confiance, entre, dans, bien, fois, musique, preuve, avoir, contre, curieusement, des, désigné, guerre, les, machine, pourquoi, qui, solide, totalement, 114, algorithmique, autre, bitcoin, bonjour, brutalement, ce, cette"
4691831513ccc56f2e28aec08a38d186,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),adam back (2022). bitcoin's proof of work. preston pysh podcast charles gave (2022). recoit seb. gouspillou specialiste du mining - gac,https://www.youtube.com/watch?v=c9oL9GrgOaw, comment bitcoin change societe,"bitcoin, mining, market, coins, investment, miners, electricity, hash, spam, volatility, buying, economic, email, gold, price, token, crypto, demand, difficulty, governance, money, satoshi, stock, addresses, code, cost, discovery, downside, equity, euros"
