id,title,subtitle,niveau,description,links,quadrant,keywords,summary
9b762f235816d0e78c24b218271a97c8,bitcoin core - vue d'ensemble,"2. la decouverte : satoshi nakamoto, le livre blanc",1,remi forte et julien goetz (2021). le mystere satoshi : enquete sur l'inventeur du bitcoin. arte,https://www.youtube.com/watch?v=0ETcLj5jBy4, comment bitcoin change societe,"une, musique, bitcoin, pas, le, contrôle, monnaie, transactions, fait, monde, numérique, autre, bitcoins, chaîne, crypto, décentralisée, monnaies, votre, être, applications, banques, bien, bloc, blocs, ce, crypte, des, en, facebook, liberté",unimmense supermarché virtuel voilà le web. Les sypher punk écrivent du code noussavons que quelqu'un doit élaborer leslogiciels pour protéger la vie privée.
d6c5792bfadfb369e9378221a8bb1b05,bitcoin core - vue d'ensemble,"2. la decouverte : satoshi nakamoto, le livre blanc",1,le lancement de bitcoin - bitcoin 101 - academie decouvre bitcoin,https://www.youtube.com/watch?v=GdeLB39QdUQ, comment bitcoin change societe,"bitcoin, une, le, pas, fait, protocole, satoshi, est, bitcoins, digital, qui, autre, banques, bien, ce, comprendre, cryptographe, des, documentaire, décentralisée, les, pourquoi, prix, vidéo, être, bloc, blocs, code, crypto, cryptographie",Bitcoin est un system des exchanges digital. Bitcoin n'avait pas de prix audébut c'est quelque chose qu'on verraplus tard dans la vidéo sur le prix maisgrosso modo d'ailleurs. Bitcoin    était simplement unoutil de communication entre vraimentcypher punk passionnés.
6eaff5375fc41949a2f3114e3a771a74,bitcoin core - vue d'ensemble,"2. la decouverte : satoshi nakamoto, le livre blanc",1,phil champagne (2022). satoshi a change l'histoire,https://www.youtube.com/watch?v=vq4IO6uNjkA, comment bitcoin change societe,"une, pas, bien, le, autre, qui, être, ce, fait, bitcoin, est, des, ouais, dans, inflation, vraiment, peut, pourquoi, avoir, marché, merci, argent, histoire, français, valeur, bêtement, capitalisme, carrément, coup, entre",bonjour tout le monde et bienvenue danscette nouvelle épisode de la ligneorange aujourd'hui j'ai la chance d'êtreavec Edward de consensus et Philchampagne l'auteur de le livre deSatoshi Phil Edward merci beaucoupd'êt avec nous for cette interview. Phil je pense c'est lapremière fois que tu vas pouvoir nousexpliquer un peu ton parcours.
3cdfea64130096306979050cae396843,bitcoin core - vue d'ensemble,3. apercu general du fonctionnement de bitcoin,1,david st-onge (2022) inventons ensemble bitcoin ! doodling bitcoin #3,https://www.youtube.com/watch?v=tNS9uwf5Vcg, comment bitcoin change societe,"une, musique, numérique, transaction, transactions, forme, loterie, registre, signature, billet, billets, bitcoin, bitcoins, carrément, examinant, générer, intermédiaire, intermédiaires, intérêt, mécanisme, médias, ordinateur, ordinateurs, pourraient, système, technologie, transférer",[Musique]inventons ensemblebitcoincomme vous le savez probablement déjà. Bitcoin is un système monétaire quipermet de transférer numériquement de laballe en 24 h sur 24 7 jours sur 7partout.
c1ceeed645f205327787466df8251c13,bitcoin core - vue d'ensemble,3. apercu general du fonctionnement de bitcoin,1,david st-onge (2022) qu'est ce qui donne sa valeur a bitcoin ? - doodling #4,https://www.youtube.com/watch?v=67NTtR3ojw4&list=PLBZcInMWLysciaousXNQmSZgLR6O0ROd5&index=5, comment bitcoin change societe,"bitcoin, demande, musique, inflation, investissement, monnaie, une, valeur, bloc, blocs, carrément, est, investissements, investisseurs, monnaies, mètres, nouveaux, numérique, plusieurs, pourtant, proportionnelle, refuge, signature, utilisateurs, être",qu'est-ce qui donne sa valeur à Bitcoincomment une chose qu'on ne peut voir nitoucher peut-être avoir une quelconquevaleur?
0fdf869762d5b5c110b4f1f92c85bf72,bitcoin core - vue d'ensemble,3. apercu general du fonctionnement de bitcoin,1,"david st-onge (2022) cles, portefeuille et transactions - doodling bitcoin #5",https://www.youtube.com/watch?v=y-w4oDIEf2w&list=PLBZcInMWLysciaousXNQmSZgLR6O0ROd5&index=6, comment bitcoin change societe,"portefeuille, une, bitcoin, portefeuilles, votre, liste, légère, mobiles, mots, musique, porte, prendre, privée, publique, publiques, signaler, stockage, sur, sûr, transactions, types, été",clé portefeuille et transactionpour utiliser Bitcoin vous utiliserezdes clés qui feront office d'identifiantet de mots de passe sur le réseau c'estelle. Bitcoin donne accès à vos transactionsou à Bitcoin pour faire simple pourrecevoir des Bitcoin. Vous avez besoind'une clé publique pour les dépenservous.
0fb11d5ee0b6736ba27cd3c3c033d74a,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",1,le prix de bitcoin (2022). bitcoin 101 academie decouvre bitcoin,https://www.youtube.com/watch?v=7535MAeHzxM&t=744s, comment bitcoin change societe,"une, pas, bitcoin, le, marché, est, fait, prix, ce, votre, des, monde, monnaie, protocole, criminels, euro, investissement, merci, peut, pourquoi, qui, énormément, être, argent, bientôt, bulle, contre, crash, criminel, dollar",bourg de monde est bienvenu dans lechapitre iv du coup sûr notre parcoursbitcoin. On va vraiment parler plus duprix et de comment en obtenir à savoir. bitcoin est pleinement utilisésdans l'économie réelle les magasinsl'acceptent les commerçants l'utilisentpour payer leurs fournisseurs.
3ded210e1366e012c1b899cef397344a,bitcoin core - vue d'ensemble,"4. prix, processus d'adoption et hyperbitcoinization",1,richard (2022). bitcoin pump it up remix,https://www.youtube.com/watch?v=Hxo4S66POH4&list=PLj9lDruPFtBljCFcLcoD3bd5pGUGmHZWV&index=5, comment bitcoin change societe,"currency, dollars, money, totalitarian, zimbabwe",dollars to buy back into localcurrency so then you know in zimbabweyou think they would takemoney off the table right like the pointisif if you have the superior asset it'sgoing up forever.
5526c053a8641d050b480ec710477027,bitcoin core - vue d'ensemble,5. l'etat du systeme,1,analyse de la mempool - ln 202 - adb,https://www.youtube.com/watch?v=0xS859IoMh8, comment bitcoin change societe,"une, transaction, transactions, bloc, pas, le, bitcoin, ce, votre, bien, blocs, euros, peut, vous, difficulté, fait, minutes, être, centimes, dans, des, est, fois, qui, autre, centime, complètement, fameux, interface, justement",volonté bienvenue dans l'épisode 5 decette formation numéro 2 sur commentdevenir corner souverain je suis et roxyde découpe bitcoin. bitcoin s'était égalementcelles du passé déjà validé mais celledu futur qui attendent d'être validé parun mineur le même poule.
85213deeb388294e4bee4115825f1257,parties prenantes,1. qui gouverne bitcoin ?,1,l'industrie du bitcoin - lv 2.2. adb,https://www.youtube.com/watch?v=fcXvjghA-uM&list=PLinTFKehfR4yOM86i_sWI3EwWaI6CSOPm, comment bitcoin change societe,"une, pas, le, bitcoin, être, bitcoins, qui, fait, portefeuille, votre, avoir, vous, dans, peut, énormément, autoroute, autre, blanc, connaissez, des, décentralisée, développeurs, entre, industrie, les, mettre, transactions, état, argent, beatles",L'industrie de bitcoin est donc des crypto indirectement c'est unchapitre particulièrement long donc fauts'attendre à au moins une vidéo de 20minutes minimum. Vous devezcomprendre que coop bitcoin estdécentralisée et qu'il est perchemessieurs le laisse dire that personnen'a besoin of demander une permissionpour utiliser bitcoin.
94df8e971b7ce1c0c32b52cb70dcf7b9,parties prenantes,1. qui gouverne bitcoin ?,1,david st-onge (2022) mais qui dirige bitcoin ! doodling bitcoin #2,https://www.youtube.com/watch?v=Zb1dKNH0amM, comment bitcoin change societe,"une, autre, bitcoin, décentralisation, individu, individus, organe, pas, être",Mais qui dirige bitcoin? Nous savons que Bitcoin a été inventé par un individu ou un groupe d'individus agissant sous le pseudonyme de Satoshi Nakamoto. Le fait que l'identité de cet individe ou groupe d’individu ne soit connu est d'une importance capitale pour la décentralisation de Bitcoin.
c3f7ebc8c8a551aa912173445e0c5240,parties prenantes,2. focus sur les  noeuds,1,les noeuds - chap 3.3 - bitcoin 101 . academie decouvre bitcoin,https://www.youtube.com/watch?v=3vQmDJ4_ooM, comment bitcoin change societe,"une, le, pas, fait, noeuds, bitcoin, être, blocs, bien, changement, des, noeud, transactions, bloc, ce, dans, pourquoi, qui, votre, vraiment, accord, bitcoins, blog, demande, entre, fais, formation, intérieur, jamais, limité",bonjour tout le monde est bienvenu dansla leçon 3 sur les noeuds et on est doncdans le chapitre numéro 3 bitcointechnique de notre formation parcoursbitcoin. La formation vouspouvez toujours aujourd'hui.
39574cebe1082a1e79e22d0a7af15da3,parties prenantes,2. focus sur les  noeuds,1,cryptojon (2022). je fais tourner un noeud bitcoin (pourquoi / comment) ?,https://www.youtube.com/watch?v=btUHumjEq-4, comment bitcoin change societe,"une, bitcoin, votre, nœud, nœuds, blockchain, noeud, protocole, transactions, contre, ledger, ordinateur, le, noeuds, pas, pourquoi, raspberry, vidéo, vous, autre, blocs, fait, investissement, logiciel, peut, plusieurs, transaction, algorithme, applications, avoir",Bitcoin is un sujet très important. C'estimportant d'avoir son propre nœud quelmatériel et quel logiciel on peututiliser. On fait pourle mettre en place juste avant decommencer d'abord n'oubliez pas quetoutes les semaines.
a25e5b542ef20c8feefe2d7fccc6685f,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),1,les mineurs - bitcoin 101 . academie decouvre bitcoin,https://www.youtube.com/watch?v=Lr5L3uy244w, comment bitcoin change societe,"une, pas, bloc, fait, contre, le, bien, mathématique, être, dans, pourquoi, votre, argent, autre, bitcoin, ce, généraux, milliards, mineur, équation, coup, information, mathématiques, minutes, pense, qui, vous, bientôt, blocs, blog",bonjour tout le monde bienvenue dans lechapitre qui va vous retourner la têtemais vous inquiétez pas. 4 du coût du chapitre sur lesbitcoins d'un point de vue technique dela formation débute en parcours duvictoria.
7ea8446ea58f40392d78ce867d258b81,reseau lightning,1.  fonctionnement du lightning network,1,introduction au lightning network - bitcoin 101 . adb,https://www.youtube.com/watch?v=HFv3NN4z450, comment bitcoin change societe,"une, le, pas, bitcoin, fait, entre, transactions, autre, bien, votre, network, technologie, argent, ce, coup, dans, euros, protocole, qui, vous, être, contre, décimales, euro, liquidités, pourquoi, problème, protocoles, supermarché, sur","bonjour tellement de 0,10 bienvenue dansle chapitre 5 sur le lightning networknous sommes toujours dans cetteformation théorique sur le parcoursbitcoin basé sur mon livre d'ailleursmerci à vous si vous vous intéressezvous avez acheté."
a6b7df705504273a716f9326562d143a,reseau lightning,1.  fonctionnement du lightning network,1,yorick de mombynes (2021). lightning network : paiements illimites a bas cout. surfinbitcoin21,https://www.youtube.com/watch?v=8zo-rCBkSPs, comment bitcoin change societe,"une, transaction, transactions, bitcoin, pas, lightning, le, est, protocole, canal, ce, fait, canaux, chaîne, dans, paiement, être, alice, blocs, des, liquidités, network, peut, réseau, satoshi, base, bob, contrôle, côté, décentralisation",Bitcoin c'est un vrai plaisiret je suis là pour vous parler delightning network puisque en effet noussommes maintenant en nout 2021. je vais vous proposerune petite introduction au lightningnetwork en quatre étapes d'abord résumé.
1e2a2905ce35a56a5c61995d22b8af62,reseau lightning,2.  cas d'usage /applications lightning,1,cryptojon (2022). comment le reseau lightning fera exploser bitcoin,https://www.youtube.com/watch?v=3Q2Zj6ixAjY, comment bitcoin change societe,"bitcoin, une, lightning, crypto, le, protocole, infrastructure, lighting, mastercard, pourquoi, technologie, transactions, valeur, contre, directement, fait, financière, plusieurs, pourrait, strike, technologique, vidéo, vidéos, 3700, algorithme, applications, argent, autre, bitc, blocs",L'utilité de bitcoin est doncla valeur de bitcoin dans les prochainesannéesaujourd'hui. Beaucoup of gens même parmiceux croient en bitcoin le voiscomme une simple réserve de valeurdigital.
2489cdd7248fcae7e7d653f87256c2e3,reseau lightning,2.  cas d'usage /applications lightning,1,cas d'usage lightning network - bitcoin 101 adb,https://www.youtube.com/watch?v=_UV2jmQ8TQM, comment bitcoin change societe,"une, fait, pas, argent, votre, bien, le, qui, euro, être, bitcoin, dans, euros, paye, peut, des, merci, pourquoi, vous, autre, avoir, commerce, contre, entre, futur, importe, intérêt, les, messagerie, paiement",bonjour tout le monde c'est rosie estbienvenu dans je pense l'être quasimentdans l'avant dernier chapitre de notreformation. J'espère franchement qu'ellevous plaît on bosse dur pour la rendrele plus agréable pour vous etaujourd'hui a pas de sponsors j'ai pasenvie de dire patrimoine alain.
cd696c77c6211b35299b18dc6a562f4b,energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,1,le debat ecologique - bitcoin 101. adb,https://www.youtube.com/watch?v=nV2b2xAMfmU, comment bitcoin change societe,"une, pas, bitcoin, le, votre, fait, écologique, être, autre, avoir, bien, pourquoi, transaction, bitcoins, ce, dans, entre, inflation, liberté, machines, écologie, énergétique, argent, merci, milliards, peut, pétrole, transactions, vous, économie",bitcoin permet de garder la liberté dans un monde où dansun clic votre compte bancaire peut êtrebloquée les transactions vont êtrecensuré. bitcoin permet justement dagara encore unminimum de libertés dans le mondeen.
8d3d39774b8d87700313a8b8f3d79840,energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,1,"g. gouallard (2021). pour en finir definitivement avec le debat ""bitcoin & ecologie"" 1/3. gac",https://www.youtube.com/watch?v=VsBnEzL5voM, comment bitcoin change societe,"bitcoin, une, bien, industrie, technologie, crypto, énergétiques, analyse, broussillou, co2, fait, intéresse, investissement, justement, kazakhstan, monnaies, monétaire, musique, pourquoi, régulièrement, système, transactions, électricité, énergétique, être, 2021, 8000, argent, autre, banque",bitcoin est une aberrationenvironnementalebitcoin consomment plus qu'un état commela belgique la suisse au portugalbitcoin fera bouillir les océans etcausera la destruction notre planètebitcoin est même à l'origine du coc viede 19 ses gros titres.
59e6b8fc0d84158f2e3590d635ccd00d,agriculture,1. critique d'une agriculture-fiat suicidaire,1,"temps present (2018). suicide des paysans : face a la grande distribution, l'agriculture en danger. radio television suisse",https://www.youtube.com/watch?v=9zy3nXuKH2w, comment bitcoin change societe,"pas, une, le, bien, dans, fait, les, musique, être, avoir, contre, des, fois, papa, agriculteurs, dirais, moi, nouvelle, ouais, peut, pourrait, pourtant, vie, agriculture, argent, autre, colère, côté, demande, deuil",mon fils était agriculteur c'est décidél'internât hier mais elle s'est passédes jalouses l'abri[Applaudissements]c'est très stricte et jean marc hé ouaisje rentreraitout allait bien bien difficileà construire une nouvelle èreet puis je trouvais pasfinancier mais pas que çaje comprends.
b14e0bea7e4f94ce886d61e5284fc438,agriculture,3.  miner du bitcoin a la ferme !,1,cointelegraph (2023) how irish farmers are turning cow dung into digital gold,https://www.youtube.com/watch?v=xkVOJAWP688, comment bitcoin change societe,"bitcoin, mining, energy, ireland, electricity, farm, farms, renewable, biogas, cattle, economy, farmer, farmers, anaerobic, digester, emissions, music, circular, consensus, containerized, control, cows, crypto, custody, digesting, digestion, digests, economic, firms, future",The Irish government is targeting a 25decrease in greenhouse gas emissions by2030. Ireland has a unique problem over 35 percent of its greenhouse gasemissions come from the agriculturalsector and a majority of those emissionscome from you guessed itcowsthis is a serious problem because inIreland there are about 1 million MoreCows than there are people.
d2ade33c54cae864ab31a9631c36619a,science & recherche,1. problematiques de fond affectant la production de connaissances,1,carl sagan (1996). this combustible mixture of ignorance and power is going to blow up in our faces - charlie rose,https://www.youtube.com/watch?v=C3OCPYqHUGA, comment bitcoin change societe,"science, technology, ambling, beliefs, comes, danger, dangers, democracy, fundamentalist, future, knowledge, political, pseudoscience, religious, superstition, zealotry","""We live in an agebased on science and technology withformidable technological powers"" ""Science and technology are propelling us forwardat accelerating rates"" ""If we don't understand it by we i meanthe general public then who is making all the decisions"""
f24998ea29a9ec7cd6af1e63fb8d281d,science & recherche,1. problematiques de fond affectant la production de connaissances,1,jimmy song (2022). fiat knowledge: only bitcoin creates a culture that rewards verification- off chain with jimmy song,https://www.youtube.com/watch?v=30y-HAgO9kg, comment bitcoin change societe,"fiat, trust, knowledge, bitcoin, intellectuals, trusted, monetary, trusting, authorities, banks, believing, buzzwords, coins, experts, truth, verification, answers, arguments, audit, authority, bank, banking, belief, believe, bitcoinerjobs, blockchain, centralization, coin, coiners, community",bitcoin song sheet number 17 fiatknowledge only bitcoin creates a culturethat rewards verification. Most people want to just trust somebody and notworry about seeking out the truth i getitverification is hard verification is time consuming it requires effort andtaxes your brain this because the truthdoes not give itself up easily.
66c89581c0ccac27bf55dd048a766908,science & recherche,2.  axes de reflexion pour regenerer la science,1,jimmy song (2022). fiat knowledge: only bitcoin creates a culture that rewards verification,https://www.youtube.com/watch?v=30y-HAgO9kg, comment bitcoin change societe,,bitcoin song sheet number 17 fiatknowledge only bitcoin creates a culturethat rewards verification. Most people want to just trust somebody and notworry about seeking out the truth i getitverification is hard verification is time consuming it requires effort andtaxes your brain this because the truthdoes not give itself up easily.
d5afb60b020fad0907c8634937843f65,inclusion sociale,1. des services financiers pour tous !,1,max de marco (2023). the silent bitcoin revolution of africa,https://www.youtube.com/watch?v=d5AvBsxRMYk, comment bitcoin change societe,"bitcoin, africa, electricity, internet, money, pay, picknpay, power, students, african, africans, backed, bank, banking, best, bootstrap, bye, cape, carel, change, community, content, currency, donating, economies, education, ely, fiat, financial, funding",Africa has one of the most fragmented bankingpayment and currency systems in the whole world. More than half of Africa doesn't haveaccess to any form of bank account. Only about 40% of people have active internet access.
3958161e336191dbbd9b8bb3b241858f,inclusion sociale,1. des services financiers pour tous !,1,responsability investments ag  (2021). inclusion financiere : comment ca marche et pourquoi elle est si importante ?,https://www.youtube.com/watch?v=yg1-FujivDA, comment bitcoin change societe,"financière, une, 200, accès, bureaux, effectivement, financièrement, financières, inclusion, investissement, investissements, le, microfinance, millions, mobile, petit, problématiques, structures",l'inclusion financière consiste às'assurer que tout le monde accès à des moyensmodernes pour effectuer ces paiements. Le monde 1milliard 700 millions de personnes n'ontpas ces accèS là.
1abe31f877ebc342d811f44d235c17f8,desintermediation,1. se passer des  intermediaires,1,david st-onge (2022) inventons ensemble bitcoin ! - doodling bitcoin #3,https://www.youtube.com/watch?v=tNS9uwf5Vcg&t=65s, comment bitcoin change societe,,[Musique]inventons ensemblebitcoincomme vous le savez probablement déjà. Bitcoin is un système monétaire quipermet de transférer numériquement de laballe en 24 h sur 24 7 jours sur 7partout.
9e7fc69ba4079bd65decf67d41800a50,education,ecroulement du syteme educatif,1,"the bitcoin family didi taihuttu (2023). education vs chatgpt, blockchain & bitcoin",https://www.youtube.com/watch?v=4XUUIqpomH0, comment bitcoin change societe,"bitcoin, future, memorizing, technology, blockchain, cryptocurrencies, intelligence, ai, centralized, children, decentralized, education, gpt, homeschooling, houses, kids, knowledge, memorize, schools, world, advancement, attacking, beaches, bitcoinetown, blog, books, calm, communicating, currency, debit",taking a stroll through a beautiful parkagain here in Laguna guys in Thailandand this morning I was watching somevideos some Old Time Videos guys. They were attacking us they were like ah you are stupid why would you make your kids stupidwhy would you think that children wouldlearn anything from just jumping in thepool in Thailand.
32ef598679b8b3550b9c352ad898c564,education,attrait des modeles alternatifs,1,"the bitcoin family (2023). education vs chatgpt, blockchain & bitcoin",https://www.youtube.com/watch?v=4XUUIqpomH0, comment bitcoin change societe,,taking a stroll through a beautiful parkagain here in Laguna guys in Thailandand this morning I was watching somevideos some Old Time Videos guys. They were attacking us they were like ah you are stupid why would you make your kids stupidwhy would you think that children wouldlearn anything from just jumping in thepool in Thailand.
3043fafd833e16e2d7071f377a837443,nutrition & sante,degradation des habitudes alimentaires,1,obesity epidemic - usa cdc obesity maps (2011-2019 data),https://www.youtube.com/watch?v=aJBC50y_0Hw, comment bitcoin change societe,"obesity, bmi, cdc, data, epidemic, midwest, obese, overweight, percent, population, prevalence, states, weight, 2011, 25, 30, alabama, anthropometric, apnea, arkansas, cancers, cardiovascular, color, colorado, diabetes, diseases, fat, green, health, incomes",in this video i'm going to be showingyou some evidence about the obesityepidemic in the united statesso we're going to being showing the cdc obcmaps. Starting in 2011 starting in 2011 they do have databefore 2011 but they use a different methodology soyou can't really compareum the previous data to this data andbeyond.
793ed45652441c2ac98d14d9b239c3e1,nutrition & sante,degradation des habitudes alimentaires,1,weston price (2019). l' alimentation humaine naturelle: weston price nutrition et degenerescence physique. the candida slayer,https://www.youtube.com/watch?v=Z5-xuka4e74, comment bitcoin change societe,"dental, foods, teeth, vitamins, diet, islands, tooth, decay, diets, eskimos, food, healthy, nutrition, vitamin, activator, africa, africans, agricultural, al, alaska, ally, ancients, birth, breads, calcium, congo, decayed, deficient, degeneration, dietary",In 1933 dr. price visited Switzerland to study whether greater nutrition could beobtained from foods produced at higheraltitudes such as in the Swiss outlines. He then visited the Outer Hebrides to study the Gaelic people who inhabitthese isolated islands. In 1934 he visited Alaska tostudy the Eskimos one of the last examples of a Stone Agepeople.
5bdab1ea835a54e5c8a547dc21422e07,nutrition & sante,retour aux fondamentaux - ne te fie pas : verifie !,1,36.9 (2017). diete cetogene: manger gras pour rester en bonne sante? - rts sante,https://www.youtube.com/watch?v=AO0NDci7yVQ, comment bitcoin change societe,"une, diète, pas, cétogène, le, métabolisme, être, cellules, diabète, fait, musique, protéines, alzheimer, bien, cancer, entre, hydrates, lipides, malades, nutritionnelles, cardiovasculaire, contre, glucose, graisses, je, médecins, médicale, métaboliques, nutrition, parkinson",il ya une chose qui influence énormémentla santé sur le plan cardiovasculaire eten général c'est l'alimentationor ce domaine est une vaste zone of nonscience. Les preuves scientifiques surlesquelles have fondés lesrecommandations nutritionnelles.
