title,subtitle,level,description,links,quadrant
energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,niveau 2,nic carter (2020). the last word on bitcoin's energy consumption. coindesk,https://www.coindesk.com/business/2020/05/19/the-last-word-on-bitcoins-energy-consumption/, comment bitcoin change societe
energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,niveau 2,robert warren (2022). bitcoin miners are the dung beetles of the energy sector. bitcoin magazine,https://bitcoinmagazine.com/business/bitcoin-miners-are-dung-beetles-of-energy, comment bitcoin change societe
energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,niveau 2,gac (2022). la theorie du dernier survivant dans le minage crypto !,https://www.youtube.com/watch?v=DlmzYT24_5s, comment bitcoin change societe
energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,niveau 2,marty bent et harry sudock (2021). bitcoin mining and energy. preston pysh,https://www.youtube.com/watch?v=8jowNtj7Gyg, comment bitcoin change societe
energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,niveau 3,"j. king (2022). ""this machine greens"" - bitcoin documentary. swan bitcoin",https://www.youtube.com/watch?v=b-7dMVcVWgc, comment bitcoin change societe
energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,niveau 3,nic carter et ross stevens (2021). bitcoin net zero - nydig,https://assets-global.website-files.com/614e11536f66309636c98688/616dbaa0e7aa2af652d58983_NYDIG-BitcoinNetZero_SML.pdf, comment bitcoin change societe
energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,niveau 3,m. khazzaka (2022). bitcoin: cryptopayments energy efficiency. valuechain,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4125499, comment bitcoin change societe
energie,2.  minage de bitcoin : quelle utilisation d'energie ? comparee a quoi ?,niveau 3,n. cantu (2022). besoin energetique du bitcoin par layer. surfin'bitcoin22,https://www.youtube.com/watch?v=8eUWm08OXsw, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,t. cross (2023). bitcoin mining reduces emissions from other activities.,https://twitter.com/thetrocro/status/1621570865677877248?s=20, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,le minage est mauvais pour l'environnement. n'ayez pas peur ! deminons encore et toujours !,https://btctouchpoint.com/fr/premiers-pas/n-ayez-pas-peur/#demin, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,tomer strolight (2021). 12. pourquoi la consommation d'energie de bitcoin est benefique pour notre environnement ?,https://btctouchpoint.com/fr/pourquoi-bitcoin-12-pourquoi-la-consommation-denergie-de-bitcoin-est-benefique-pour-notre-environnement/, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,nicolas teterel (2022). arcane balaye les attaques sur la consommation d'energie du bitcoin. cointribune,https://www.cointribune.com/comment-le-mining-de-bitcoins-peut-transformer-le-secteur-de-lenergie/, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,governor of texas (2022). bitcoin is good for the power grid,https://twitter.com/DocumentingBTC/status/1596609766402523138?s=20&t=hg0k5AzOqZGaE38rPVnTRg, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,"brad jones (2023). ceo of texas' energy grid explains ""bitcoin mining helps balance our grid and drives more renewables into our system""",https://twitter.com/DocumentingBTC/status/1618329342572130304?s=20&t=_aof-mYkSqpzzsA3y-A_XA, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,gridless (2023). this is why bitcoin mining matters in africa,https://twitter.com/GridlessCompute/status/1645798021492514825, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,gridless (2023). what minigrid power load profile (user demand) looks like in a rural african community on any given day,https://twitter.com/GridlessCompute/status/1657906440290410498, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,gridless (2022). bitcoin mining will help make energy 90% cheaper for this village in kenya,https://twitter.com/DocumentingBTC/status/1579505078838661121?s=20&t=keX_nGGuhQoY5HscZNigKg, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,gridless (2023). bitcoin mining will help power africa. swan.com,https://twitter.com/SwanBitcoin/status/1628729227460714496?s=20, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,adam o (2022). bitcoin mining doesn't waste energy.bitcoin mining rescues stranded & wasted energy,https://twitter.com/denverbitcoin/status/1555600968850350080, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,gridless (2023). testing mining in the mountains of southern malawi.     et aussi,https://twitter.com/GridlessCompute/status/1616759775257133057, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,documenting bitcoin (2023). bitcoin is powered by volcanoes.,https://twitter.com/DocumentingBTC/status/1618329331868266496?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,"documenting bitcoin (2023). the world's first water cooled bitcoin mine recycling natural gas is online in alberta, canada",https://twitter.com/DocumentingBTC/status/1622279383955161089?s=20, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,"documenting bitcoin (2023). in lebanon where the currency lost 95% of its value, people are surviving by mining bitcoin.",https://twitter.com/DocumentingBTC/status/1618329336146427905?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,documenting bitcoin (2023). bitcoin mining is cleaning up toxic waste in this pennsylvania town and saving taxpayers $5 billion,https://twitter.com/DocumentingBTC/status/1618329340328177664?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,"documenting bitcoin (2023). ceo of texas' energy grid explains ""bitcoin mining helps balance our grid and drives more renewables into our system""",https://twitter.com/DocumentingBTC/status/1618329342572130304?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,kristine cranley (2023). former ercot president highlights the synergy between bitcoin mining and the texas grid!,https://twitter.com/KristineCranley/status/1650978020541317125, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,documenting bitcoin (2023). bitcoin mining recycles harmful methane emissions into profits,https://twitter.com/DocumentingBTC/status/1618329399442681856?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,"documenting bitcoin (2023). tepco uses surplus renewable energy to mine bitcoin helping lower energy costs, increase profits, and decarbonize the energy grid",https://twitter.com/DocumentingBTC/status/1618329406610739200?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,documenting bitcoin (2023). bitcoin mining gives second life to the oldest us hydroelectric energy facility,https://twitter.com/DocumentingBTC/status/1618329507211116545?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,documenting bitcoin (2023). bitcoin mining gives second life to unprofitable hydroelectric plant in the middle of the forest of costa rica,https://twitter.com/DocumentingBTC/status/1618335560451645442?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,hydrocarrah (2023). gm from a natural gas well that was stranded for 10+ years before we started selling the gas to the bitcoin network,https://twitter.com/SGBarbour/status/1654890323464826882, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,cnbc (2022). jack dorsey's block backs bitcoin mining company that wants to bring 25-cent electricity to rural africa,https://www.cnbc.com/amp/2022/12/06/jack-dorseys-block-backs-bitcoin-mining-firm-bringing-affordable-electricity-to-africa.html, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,mackenzie sigalos (2022). exxon is mining bitcoin in north dakota as part of its plan to slash emissions. cnbc,https://www.cnbc.com/2022/03/26/exxon-mining-bitcoin-with-crusoe-energy-in-north-dakota-bakken-region.html, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,documenting bitcoin (2023). 2.5 gigawatt susquehanna nuclear power facility mines bitcoin to balance supply and demand of energy,https://twitter.com/DocumentingBTC/status/1618329542804013056?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,whitehouse report on crypto mining (2022). crypto mining operations...can yield positive results for the climat,https://twitter.com/DocumentingBTC/status/1618329549305163777?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,ian allison  (2022). how bitcoin contributions funded a $1.4m solar installation in zimbabwe. coindesk,https://www.coindesk.com/business/2022/01/26/how-bitcoin-contributions-funded-a-14m-solar-installation-in-zimbabwe/, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,"btc sessions  (2023). now with bitcoin, for the first time in human history we found a way to monetize that excess energy.",https://twitter.com/BTCsessions/status/1616880673490628608?s=20&t=p7TVH1mD8IshtMOAoXyYoQ, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,max gagliardi  (2023). bitcoin leveraging energy within environmental constraints. the bitcoin layer,https://twitter.com/TheBitcoinLayer/status/1613264566481453056?s=20&t=bFsg3Csfodif2VzCskbexw, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 1,dennis porter (2022). how can bitcoin balance the grid?,https://www.satoshiaction.io/post/how-can-bitcoin-balance-the-grid, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,bitcoin mining council (2023). global bitcoin mining has the highest sustainable energy mix and produces less co2 emissions than both computer games and holiday lights.,https://twitter.com/DocumentingBTC/status/1618336470800138240?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,documenting bitcoin (2023). how bitcoin mining is a net positive: a testimony in front of the u.s congress,https://twitter.com/DocumentingBTC/status/1618329513053810692?s=20&t=lnXuqL6xjS1ec0XI6Ei6EQ, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,c. fievet (2022). 8 mythes et realites sur l'impact ecologique de bitcoin.,https://www.clubic.com/bitcoin/dossier-427860-mythes-et-realites-sur-l-impact-ecologique-de-bitcoin.html, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,jaran melerud (2022). five factors making bitcoin miners unique energy consumers. bitcoin magazine,https://bitcoinmagazine.com/business/five-factors-making-bitcoin-miners-unique, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,"square (2021). bitcoin is key to an abundant, clean energy future",https://assets.ctfassets.net/2d5q1td6cyxq/2D2BnksJjavw4a6SUvAPwZ/c42a9e3a520b0cc3b230cda3b43eead5/BCEI_White_Paper_.pdf, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,erik hersman/gridless (2023). how bitcoin can expand the grid in africa with erik hersman. what bitcoin did,https://www.youtube.com/watch?v=h2mvzUd9GMo, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,"p. noizat et s. gouspillou (2021). l'or plus ""energivore"" que bitcoin ?! surfin'",https://www.youtube.com/watch?v=mduJupwcuyc, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,"s. gouspillou, j-m cambaceres, s. petibon, r. detente (2022). les mineurs, un danger ou une aubaine pour le reseau electrique ? surfin' bitcoin",https://www.youtube.com/watch?v=q_rXb5x-DjQ, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,marty bent (2022). issue #1295: the arctic blast affected bitcoin's hashrate,https://tftc.io/martys-bent/issue-1295-arctic-blast-affected-btcoin-hashrate/, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,"adam popescu (2023). gorillas, militias, and bitcoin: why congo's most famous national park is betting big on crypto. mit technology review",https://www.technologyreview.com/2023/01/13/1066820/cryptocurrency-bitcoin-mining-congo-virunga-national-park/, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,"namcios (2022). intel launches new bitcoin mining chip, focused on energy efficiency and sustainability. bitcoin magazine",https://bitcoinmagazine.com/business/intel-launches-new-bitcoin-mining-chip-blockscale, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,fred thiel (2023). ceo of largest public bitcoin mining company marathon explains how they help build sustainable energy,https://twitter.com/DocumentingBTC/status/1618335741846917121?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,jan mellerud (2022). how bitcoin mining incentivizes renewable energy build out - plan btc forum 2022 - lugano,https://www.youtube.com/watch?v=UzXV8jPUq9Y&t=157s, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,sylvain saurel (2023). bitcoin mining and nuclear power: the obvious marriage that will benefit the most people.,https://inbitcoinwetrust.substack.com/p/bitcoin-mining-and-nuclear-power, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 2,ryan macleod (2023). use the proceeds of the geothermal bitcoin mining for the building of small nuclear modular reactors,https://twitter.com/keyvandavani/status/1620813742169812992?s=20, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 3,arcane research (2022). how bitcoin mining can transform the energy ind.,https://dergigi.com/assets/files/2022-09-03-arcane-research-how-bitcoin-mining-can-transform-the-energy-industry.pdf, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 3,shaun connell (2022). the bitcoin energy revolution. preston pysh,https://www.youtube.com/watch?v=OlLAmKzOTlU, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 3,nic carter (2022). comments on the white house report on the climate implications of crypto mining,https://medium.com/@nic__carter/comments-on-the-white-house-report-on-the-climate-implications-of-crypto-mining-8d65d30ec942, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 3,braiins (2022). bitcoin mining & the grid (part 1): generators. bitcoin mining insights,https://braiins.com/blog/bitcoin-mining-the-grid-generators, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 3,"braiins (2022). bitcoin mining & the grid (part 2): transmission, curtailment, and behind-the-meter. bitcoin mining insights",https://braiins.com/blog/bitcoin-mining-electric-grid-transmission-curtailment-behind-the-meter, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 3,level39 (2022). comment le bitcoin peut liberer l'energie de l'ocean pour 1 milliard de personnes. bitcoin magazine,https://europeanbitcoiners.com/bitcoin-peut-liberer-lenergie-de-locean/, comment bitcoin change societe
energie,"3.  vertus economiques, sociales, environnementales du minage",niveau 3,"daniel batten (2023). bitcoin esg charts - mining sustainability, total emissions, emissions per dollar, emission intensity",https://twitter.com/DSBatten/status/1633033845896527873, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 1,"afp/valeria mongelli (2022). aux pays-bas, des tulipes poussent grace au bitcoin [chauffage de serres, sechage de bulbes...]. sciences et avenir  - couverture cnn decoded (2023)",https://www.sciencesetavenir.fr/nature-environnement/aux-pays-bas-des-tulipes-poussent-grace-au-bitcoin_168191, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 1,"dcx immersion mining (2022). bitcoin mining warms a hotel, offices and workshop.",https://twitter.com/DCX_Immersion/status/1578812160641478656, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 1,"documenting bitcoin (2023). profitable and sustainable hydroponic, fish hatchery, and heating systems.",https://twitter.com/DocumentingBTC/status/1618329338285522945?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 1,jesse willms (2021). north vancouver to be the world's first city heated by bitcoin. bitcoin magazine,https://bitcoinmagazine.com/business/north-vancouver-to-be-worlds-first-city-heated-by-bitcoin-mining, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 2,kinetic finance (2023). warming up to bitcoin - the future of sustainable heating? mintgreen,https://www.youtube.com/watch?v=nTRdmYX-0h8&t=51s, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 2,"bert de groot (2022). revue en detail, videos a l'appui, de l'expe. de minage en horticulture et d'autres cas d'usage par l'entreprise bitcoin brabant.",https://twitter.com/BdGBertdeGroot/status/1608332882577063938?s=20&t=A-57Xoc18z25uQPrfxYXqA, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 2,"alexandre vinot (2021). bitcoin et energie, baisser le cout de la chaleur grace au minage a domicile. parlons bitcoin",https://parlonsbitcoin.com/podcasts/wisemining-et-energie, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 3,a. vinot (2021). miner du bitcoin grace a sa chaudiere? la solution sato. db,https://www.youtube.com/watch?v=XoRnwviMGvE, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 3,ajelex et blob (2023). attakai : le chauffage bitcoin diy ! db,https://www.youtube.com/watch?v=gKoh44UCSnE, comment bitcoin change societe
energie,4. d'une pierre deux coups : se chauffer en minant bitcoin,niveau 3,ajelex et blobonchain (2023). attakai ! le home-mining rendu possible et accessible! decouvre bitcoin,https://decouvrebitcoin.fr/attakai-presentation/, comment bitcoin change societe
agriculture,1. critique d'une agriculture-fiat suicidaire,niveau 1,saifedean ammous (2022). fermes fiat. l'etalon-fiat,https://btctouchpoint.com/fr/fermes-fiat/, comment bitcoin change societe
agriculture,1. critique d'une agriculture-fiat suicidaire,niveau 1,"temps present (2018). suicide des paysans : face a la grande distribution, l'agriculture en danger. radio television suisse",https://www.youtube.com/watch?v=9zy3nXuKH2w, comment bitcoin change societe
agriculture,1. critique d'une agriculture-fiat suicidaire,niveau 1,"frederic bruunquell (2018). mutation agricole, productivisme et impasse environnementale. la grande histoire de la bretagne",https://btctouchpoint.com/wp-content/uploads/2023/01/La-grande-histoire-de-la-Bretagne-agriculture-480-low-res.mp4, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 1,saifedean ammous (2022). terres agricoles fiat. l'etalon-fiat,https://btctouchpoint.com/fr/letalon-fiat-terres-agricoles-fiat/, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 2,dr hugh jellie (2022). our land is degenerating: how to shift to a regenerative future. ata regenerative,https://ata.land/shift-to-a-regenerative-future/, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 2,"lydia et claude bourguignon (2023). les sols a l'agonie, peut-on encore les sauver ? thinkerview",https://www.youtube.com/watch?v=OWnT1bkHQto, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 2,jacob wolki (2023). starting & scaling a successful regenerative ranching business. john vallis - bitcoin rapid-fire,https://www.youtube.com/watch?v=iAEgMhq_FJs, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 2,eyvy the farmer (2023). the surprising link between bitcoin & regenerative ranching - bitcoin rapid-fire,https://www.youtube.com/watch?v=iAEgMhq_FJs, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 2,allan savory (2013). allan savory: comment transformer nos deserts en prairies et inverser le changement climatique. ted,https://www.youtube.com/watch?v=vpTHi7O66pI&t=174s, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 2,allan savory (2018). running out of time. savory institute,https://www.youtube.com/watch?v=q7pI7IYaJLI&t=1692s, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 2,the beef initiative,https://beefinitiative.com/, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 2,"texas slim's cuts (2023). introducing ""global beef intelligence"": unleashing the power of farming connections",https://twitter.com/TexasSlimsCuts/status/1657030295579770883, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 3,c. mayfield (2023). animal-based skincare & regenerative agriculture. tftc,https://www.youtube.com/watch?v=QZb17i2zwM4&t=5807s, comment bitcoin change societe
agriculture,"2.  preserver  le capital, travailler sur le temps long",niveau 3,a. farrington (2022). farming & capital. bitgenstein series part v,https://allenfarrington.medium.com/farming-and-capital-1e60c532643b, comment bitcoin change societe
agriculture,3.  miner du bitcoin a la ferme !,niveau 1,joseph hall (2022). the bitcoin shitcoin machine: mining btc with biogas. cointelegraph,https://cointelegraph.com/news/the-bitcoin-shitcoin-machine-mining-btc-with-biogas, comment bitcoin change societe
agriculture,3.  miner du bitcoin a la ferme !,niveau 1,"afp/valeria mongelli (2022). aux pays-bas, des tulipes poussent grace au bitcoin [chauffage de serres, sechage de bulbes...]. sciences et avenir  - couverture cnn decoded (2023)",https://www.sciencesetavenir.fr/nature-environnement/aux-pays-bas-des-tulipes-poussent-grace-au-bitcoin_168191, comment bitcoin change societe
agriculture,3.  miner du bitcoin a la ferme !,niveau 1,cointelegraph (2023) how irish farmers are turning cow dung into digital gold,https://www.youtube.com/watch?v=xkVOJAWP688, comment bitcoin change societe
agriculture,3.  miner du bitcoin a la ferme !,niveau 1,zone bitcoin (2023). l'histoire du fermier irlandais qui mine du bitcoin grace a ses vaches,https://zonebitcoin.co/lhistoire-du-fermier-irlandais-qui-mine-du-bitcoin-grace-a-ses-vaches/, comment bitcoin change societe
agriculture,3.  miner du bitcoin a la ferme !,niveau 2,"bert de groot (2022). revue en detail, videos a l'appui, de l'expe. de minage en horticulture et d'autres cas d'usage par l'entreprise bitcoin brabant.",https://twitter.com/BdGBertdeGroot/status/1608332882577063938?s=20&t=A-57Xoc18z25uQPrfxYXqA, comment bitcoin change societe
environnement,1. des attaques orchestrees sur ce vecteur  privilegie...,niveau 1,wef (2017). in 2020 bitcoin will consume more power than the world does today.,https://www.weforum.org/agenda/2017/12/bitcoin-consume-more-power-than-world-2020/, comment bitcoin change societe
environnement,1. des attaques orchestrees sur ce vecteur  privilegie...,niveau 1,a. cuthbertson (2017). bitcoin mining on track to consume all of the world's energy by 2020. newsweek,https://www.newsweek.com/bitcoin-mining-track-consume-worlds-energy-2020-744036, comment bitcoin change societe
environnement,1. des attaques orchestrees sur ce vecteur  privilegie...,niveau 1,"bitcoin archive (2023). r f kennedy jr: ""the envir. argument against bitcoin is a pretext to suppress what threatens elite power structures""  ""bitcoin mining uses as much energy as video games and nobody is calling to ban those!""",https://twitter.com/BTC_Archive/status/1654070812666675202, comment bitcoin change societe
environnement,1. des attaques orchestrees sur ce vecteur  privilegie...,niveau 1,le minage est mauvais pour l'environnement. n'ayez pas peur ! deminons encore et toujours !,https://btctouchpoint.com/fr/premiers-pas/n-ayez-pas-peur/#demin, comment bitcoin change societe
environnement,1. des attaques orchestrees sur ce vecteur  privilegie...,niveau 1,"afp new york (2021). pourquoi le bitcoin consomme-t-il une energie de ""dingue"" ? france 24.com",https://www.france24.com/fr/info-en-continu/20210513-pourquoi-le-bitcoin-consomme-t-il-une-%C3%A9nergie-de-dingue, comment bitcoin change societe
environnement,1. des attaques orchestrees sur ce vecteur  privilegie...,niveau 1,philippe escande (2022). << le minage du bitcoin consomme autant d'electricite qu'un pays comme la finlande >>le monde,https://www.lemonde.fr/economie/article/2022/01/07/le-minage-du-bitcoin-consomme-autant-d-electricite-qu-un-pays-comme-la-finlande_6108547_3234.html, comment bitcoin change societe
environnement,1. des attaques orchestrees sur ce vecteur  privilegie...,niveau 2,jacques favier (2017). bitcoin monnaie ecolo ? bitcoin.fr,https://www.youtube.com/watch?v=uZxxaeAONEk&t=5s, comment bitcoin change societe
environnement,1. des attaques orchestrees sur ce vecteur  privilegie...,niveau 2,"riot platforms, inc (2023). the new york times' politically driven attack on bitcoin mining is full of distortions & outright falsehoods.",https://www.riotplatforms.com/news-media/press-releases/detail/150/riot-platforms-inc-statement-the-new-york-times, comment bitcoin change societe
environnement,1. des attaques orchestrees sur ce vecteur  privilegie...,niveau 2,"level39 (2023). today, biden and dems are maligning demand response, in order to attack #bitcoin",https://twitter.com/level39/status/1653781515430395905, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,tomer strolight (2021). 12. pourquoi la consommation d'energie de bitcoin est benefique pour notre environnement ?,https://btctouchpoint.com/fr/pourquoi-bitcoin-12-pourquoi-la-consommation-denergie-de-bitcoin-est-benefique-pour-notre-environnement/, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,k. cranley (2023). bitcoin rescues stranded energy while cleaning up the environment,https://twitter.com/saylor/status/1652435569564176385, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,michael saylor (2023). even the wef is recognizing bitcoin's env. benefits,https://twitter.com/saylor/status/1650220299311362048, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,marco.btc.fr (2023). @stachalex demonte efficacement des arguments anti-ecologique de bitcoin,https://twitter.com/MarcoBTCfr/status/1653791718817292295, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,marco.btc.fr (2022). bilan energetique et environnemental : bitcoin vs extraction miniere d'or,https://twitter.com/MarcoBTCfr/status/1607942136124555266?s=20&t=mC_rHyqdTbiSaXoz4d1Opw, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,the conversation (2019). quand l'extraction de l'or fait proliferer des bacteries devoreuses de chair. le mag ird,https://lemag.ird.fr/fr/quand-lextraction-de-lor-fait-proliferer-des-bacteries-devoreuses-de-chair, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,john lee pettimore (2023). mining comminution - needed for green energy - consumes 3% of all electrical power generated in the world.    mining and ore production is soon to be #1 polluting industry because of push for green energy    green energy push means more mining tailing ponds - among the largest and most dangerous structures engineered by humanity.,https://twitter.com/JohnLeePettim13/status/1639507334308265985, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,adam o (2022). bitcoin mining rescues stranded & wasted energy,https://twitter.com/denverbitcoin/status/1555600968850350080, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,documenting bitcoin (2023). bitcoin is powered by volcanoes.,https://twitter.com/DocumentingBTC/status/1618329331868266496?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,documenting bitcoin (2023). bitcoin mining is cleaning up toxic waste in this pennsylvania town and saving taxpayers $5 billion,https://twitter.com/DocumentingBTC/status/1618329340328177664?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
environnement,2. des accusations  a l'oppose des realites !,niveau 1,"documenting bitcoin (2023). ceo of texas' energy grid explains ""bitcoin mining helps balance our grid and drives more renewables into our system""",https://twitter.com/DocumentingBTC/status/1618329342572130304?s=20&t=RC48hLL7CtWkutD91Qab0Q, comment bitcoin change societe
